created_at,entry_id,field1,latitude,longitude,elevation,status
2023-11-21T03:57:00+03:00,51,"0.00r
",,,,
2023-11-21T03:57:17+03:00,52,"0.00r
",,,,
2023-11-21T03:57:33+03:00,53,"0.00r
",,,,
2023-11-21T03:57:50+03:00,54,"0.00r
",,,,
2023-11-21T03:58:07+03:00,55,"0.00r
",,,,
2023-11-21T03:58:23+03:00,56,"0.00r
",,,,
2023-11-21T03:58:40+03:00,57,"0.00r
",,,,
2023-11-21T03:58:56+03:00,58,"0.00r
",,,,
2023-11-21T03:59:13+03:00,59,"0.00r
",,,,
2023-11-21T03:59:29+03:00,60,"0.00r
",,,,
2023-11-21T04:00:06+03:00,61,"0.00r
",,,,
2023-11-21T04:00:23+03:00,62,"0.00r
",,,,
2023-11-21T04:00:39+03:00,63,"0.00r
",,,,
2023-11-21T04:00:56+03:00,64,"0.00r
",,,,
2023-11-21T04:01:12+03:00,65,"0.00r
",,,,
2023-11-21T04:01:29+03:00,66,"0.00r
",,,,
2023-11-21T04:01:45+03:00,67,"0.00r
",,,,
2023-11-21T04:02:02+03:00,68,"0.00r
",,,,
2023-11-21T04:02:19+03:00,69,"0.00r
",,,,
2023-11-21T04:02:36+03:00,70,"0.00r
",,,,
2023-11-21T04:02:52+03:00,71,"0.00r
",,,,
2023-11-21T04:03:09+03:00,72,"0.00r
",,,,
2023-11-21T04:03:24+03:00,73,"0.00r
",,,,
2023-11-21T04:03:40+03:00,74,"0.00r
",,,,
2023-11-21T04:03:57+03:00,75,"0.00r
",,,,
2023-11-21T04:04:14+03:00,76,"0.00r
",,,,
2023-11-21T04:04:29+03:00,77,"0.00r
",,,,
2023-11-21T04:04:45+03:00,78,"0.00r
",,,,
2023-11-21T04:05:02+03:00,79,"0.00r
",,,,
2023-11-21T04:05:18+03:00,80,"0.00r
",,,,
2023-11-21T04:05:34+03:00,81,"0.00r
",,,,
2023-11-21T04:05:50+03:00,82,"0.00r
",,,,
2023-11-21T04:06:07+03:00,83,"0.00r
",,,,
2023-11-21T04:06:23+03:00,84,"0.00r
",,,,
2023-11-21T04:06:40+03:00,85,"0.00r
",,,,
2023-11-21T04:06:56+03:00,86,"0.00r
",,,,
2023-11-21T04:07:13+03:00,87,"0.00r
",,,,
2023-11-21T04:07:28+03:00,88,"0.00r
",,,,
2023-11-21T04:07:45+03:00,89,"0.00r
",,,,
2023-11-21T04:08:01+03:00,90,"0.00r
",,,,
2023-11-21T04:08:18+03:00,91,"0.00r
",,,,
2023-11-21T04:08:35+03:00,92,"0.00r
",,,,
2023-11-21T04:08:51+03:00,93,"0.00r
",,,,
2023-11-21T04:09:08+03:00,94,"0.00r
",,,,
2023-11-21T04:09:25+03:00,95,"0.00r
",,,,
2023-11-21T04:09:40+03:00,96,"0.00r
",,,,
2023-11-21T04:09:56+03:00,97,"0.00r
",,,,
2023-11-21T04:10:12+03:00,98,"0.00r
",,,,
2023-11-21T04:10:29+03:00,99,"0.00r
",,,,
2023-11-21T04:10:45+03:00,100,"0.00r
",,,,
2023-11-21T04:11:02+03:00,101,"0.00r
",,,,
2023-11-21T04:11:18+03:00,102,"0.00r
",,,,
2023-11-21T04:11:35+03:00,103,"0.00r
",,,,
2023-11-21T04:11:51+03:00,104,"0.00r
",,,,
2023-11-21T04:12:08+03:00,105,"0.00r
",,,,
2023-11-21T04:12:24+03:00,106,"0.00r
",,,,
2023-11-21T04:12:41+03:00,107,"0.00r
",,,,
2023-11-21T04:12:57+03:00,108,"0.00r
",,,,
2023-11-21T04:13:14+03:00,109,"0.00r
",,,,
2023-11-21T04:13:30+03:00,110,"0.00r
",,,,
2023-11-21T04:13:45+03:00,111,"0.00r
",,,,
2023-11-21T04:14:02+03:00,112,"0.00r
",,,,
2023-11-21T04:14:18+03:00,113,"0.00r
",,,,
2023-11-21T04:14:35+03:00,114,"0.00r
",,,,
2023-11-21T04:14:51+03:00,115,"0.00r
",,,,
2023-11-21T04:15:08+03:00,116,"0.00r
",,,,
2023-11-21T04:15:24+03:00,117,"0.00r
",,,,
2023-11-21T04:15:41+03:00,118,"0.00r
",,,,
2023-11-21T04:15:57+03:00,119,"0.00r
",,,,
2023-11-21T04:16:14+03:00,120,"0.00r
",,,,
2023-11-21T04:16:30+03:00,121,"0.00r
",,,,
2023-11-21T04:16:47+03:00,122,"0.00r
",,,,
2023-11-21T04:17:03+03:00,123,"0.00r
",,,,
2023-11-21T04:17:20+03:00,124,"0.00r
",,,,
2023-11-21T04:17:37+03:00,125,"0.00r
",,,,
2023-11-21T04:17:54+03:00,126,"0.00r
",,,,
2023-11-21T04:18:10+03:00,127,"0.00r
",,,,
2023-11-21T04:18:26+03:00,128,"0.00r
",,,,
2023-11-21T04:18:43+03:00,129,"0.00r
",,,,
2023-11-21T04:19:00+03:00,130,"0.00r
",,,,
2023-11-21T04:19:16+03:00,131,"0.00r
",,,,
2023-11-21T04:19:33+03:00,132,"0.00r
",,,,
2023-11-21T04:19:49+03:00,133,"0.00r
",,,,
2023-11-21T04:20:06+03:00,134,"0.00r
",,,,
2023-11-21T04:20:22+03:00,135,"0.00r
",,,,
2023-11-21T04:20:39+03:00,136,"0.00r
",,,,
2023-11-21T04:20:55+03:00,137,"0.00r
",,,,
2023-11-21T04:21:10+03:00,138,"0.00r
",,,,
2023-11-21T04:21:25+03:00,139,"0.00r
",,,,
2023-11-21T04:21:42+03:00,140,"0.00r
",,,,
2023-11-21T04:21:58+03:00,141,"0.00r
",,,,
2023-11-21T04:22:20+03:00,142,"0.00r
",,,,
2023-11-21T04:22:37+03:00,143,"0.00r
",,,,
2023-11-21T04:22:53+03:00,144,"0.00r
",,,,
2023-11-21T04:23:15+03:00,145,"0.00r
",,,,
2023-11-21T04:23:31+03:00,146,"0.00r
",,,,
2023-11-21T04:23:48+03:00,147,"0.00r
",,,,
2023-11-21T04:24:04+03:00,148,"0.00r
",,,,
2023-11-21T04:24:21+03:00,149,"0.00r
",,,,
2023-11-21T04:24:38+03:00,150,"0.00r
",,,,
2023-11-21T04:24:54+03:00,151,"0.00r
",,,,
2023-11-21T04:25:11+03:00,152,"0.00r
",,,,
2023-11-21T04:25:27+03:00,153,"0.00r
",,,,
2023-11-21T04:25:44+03:00,154,"0.00r
",,,,
2023-11-21T04:25:59+03:00,155,"0.00r
",,,,
2023-11-21T04:26:18+03:00,156,"0.00r
",,,,
2023-11-21T04:26:34+03:00,157,"0.00r
",,,,
2023-11-21T04:26:51+03:00,158,"0.00r
",,,,
2023-11-21T04:27:06+03:00,159,"0.00r
",,,,
2023-11-21T04:27:22+03:00,160,"0.00r
",,,,
2023-11-21T04:27:38+03:00,161,"0.00r
",,,,
2023-11-21T04:27:55+03:00,162,"0.00r
",,,,
2023-11-21T04:28:12+03:00,163,"0.00r
",,,,
2023-11-21T04:28:28+03:00,164,"0.00r
",,,,
2023-11-21T04:28:45+03:00,165,"0.00r
",,,,
2023-11-21T04:29:01+03:00,166,"0.00r
",,,,
2023-11-21T04:29:18+03:00,167,"0.00r
",,,,
2023-11-21T04:29:35+03:00,168,"0.00r
",,,,
2023-11-21T04:35:37+03:00,169,"0r
",,,,
2023-11-21T04:35:53+03:00,170,"0r
",,,,
2023-11-21T04:36:10+03:00,171,"0r
",,,,
2023-11-21T04:36:26+03:00,172,"0r
",,,,
2023-11-21T04:36:43+03:00,173,"0r
",,,,
2023-11-21T04:37:01+03:00,174,"0r
",,,,
2023-11-21T04:37:18+03:00,175,"0r
",,,,
2023-11-21T04:37:48+03:00,176,"0r
",,,,
2023-11-21T04:38:04+03:00,177,"0r
",,,,
2023-11-21T04:38:20+03:00,178,"0r
",,,,
2023-11-21T04:38:37+03:00,179,"0r
",,,,
2023-11-21T04:38:54+03:00,180,"0r
",,,,
2023-11-21T04:39:10+03:00,181,"0r
",,,,
2023-11-21T04:39:27+03:00,182,"0r
",,,,
2023-11-21T04:39:46+03:00,183,"0r
",,,,
2023-11-21T04:40:02+03:00,184,"0r
",,,,
2023-11-21T04:40:19+03:00,185,"0r
",,,,
2023-11-21T04:40:35+03:00,186,"0r
",,,,
2023-11-21T04:40:52+03:00,187,"0r
",,,,
2023-11-21T04:41:08+03:00,188,"0r
",,,,
2023-11-21T04:41:25+03:00,189,"0r
",,,,
2023-11-21T04:41:41+03:00,190,"0r
",,,,
2023-11-21T04:41:59+03:00,191,"0r
",,,,
2023-11-21T04:42:15+03:00,192,"0r
",,,,
2023-11-21T04:42:32+03:00,193,"0r
",,,,
2023-11-21T04:42:48+03:00,194,"0r
",,,,
2023-11-21T04:43:07+03:00,195,"0r
",,,,
2023-11-21T04:43:24+03:00,196,"0r
",,,,
2023-11-21T04:43:41+03:00,197,"0r
",,,,
2023-11-21T04:43:57+03:00,198,"0r
",,,,
2023-11-21T04:44:15+03:00,199,"0r
",,,,
2023-11-21T04:44:33+03:00,200,"0r
",,,,
2023-11-21T04:44:50+03:00,201,"0r
",,,,
2023-11-21T04:45:06+03:00,202,"0r
",,,,
2023-11-21T04:45:23+03:00,203,"0r
",,,,
2023-11-21T04:45:40+03:00,204,"0r
",,,,
2023-11-21T04:45:57+03:00,205,"0r
",,,,
2023-11-21T04:46:14+03:00,206,"0r
",,,,
2023-11-21T04:50:56+03:00,207,"2080r
",,,,
2023-11-21T04:51:13+03:00,208,"2007r
",,,,
2023-11-21T04:51:29+03:00,209,"2043r
",,,,
2023-11-21T04:51:46+03:00,210,"1990r
",,,,
2023-11-21T04:52:03+03:00,211,"1931r
",,,,
2023-11-21T04:52:19+03:00,212,"2023r
",,,,
2023-11-21T04:52:36+03:00,213,"2130r
",,,,
2023-11-21T04:52:54+03:00,214,"2044r
",,,,
2023-11-21T04:53:10+03:00,215,"1955r
",,,,
2023-11-21T04:53:27+03:00,216,"1896r
",,,,
2023-11-21T04:53:43+03:00,217,"1860r
",,,,
2023-11-21T04:53:59+03:00,218,"1839r
",,,,
2023-11-21T04:54:16+03:00,219,"1812r
",,,,
2023-11-21T04:54:32+03:00,220,"1797r
",,,,
2023-11-21T04:54:49+03:00,221,"1783r
",,,,
2023-11-21T04:55:05+03:00,222,"1791r
",,,,
2023-11-21T04:55:22+03:00,223,"1991r
",,,,
2023-11-21T04:55:38+03:00,224,"2116r
",,,,
2023-11-21T04:55:54+03:00,225,"2020r
",,,,
2023-11-21T04:56:11+03:00,226,"1924r
",,,,
2023-11-21T04:56:27+03:00,227,"1871r
",,,,
2023-11-21T04:56:44+03:00,228,"1849r
",,,,
2023-11-21T04:57:01+03:00,229,"1831r
",,,,
2023-11-21T04:57:17+03:00,230,"1806r
",,,,
2023-11-21T04:57:34+03:00,231,"1788r
",,,,
2023-11-21T04:57:50+03:00,232,"1777r
",,,,
2023-11-21T04:58:06+03:00,233,"1767r
",,,,
2023-11-21T04:58:23+03:00,234,"1810r
",,,,
2023-11-21T04:58:39+03:00,235,"1868r
",,,,
2023-11-21T04:58:56+03:00,236,"1868r
",,,,
2023-11-21T04:59:12+03:00,237,"1851r
",,,,
2023-11-21T04:59:28+03:00,238,"1817r
",,,,
2023-11-21T04:59:45+03:00,239,"1802r
",,,,
2023-11-21T05:00:01+03:00,240,"1798r
",,,,
2023-11-21T05:00:17+03:00,241,"1771r
",,,,
2023-11-21T05:00:43+03:00,242,"1738r
",,,,
2023-11-21T05:00:59+03:00,243,"1734r
",,,,
2023-11-21T05:01:15+03:00,244,"1753r
",,,,
2023-11-21T05:01:32+03:00,245,"1774r
",,,,
2023-11-21T05:01:48+03:00,246,"1767r
",,,,
2023-11-21T05:02:05+03:00,247,"1777r
",,,,
2023-11-21T05:02:21+03:00,248,"1806r
",,,,
2023-11-21T05:02:38+03:00,249,"1824r
",,,,
2023-11-21T05:02:55+03:00,250,"1784r
",,,,
2023-11-21T05:03:11+03:00,251,"1762r
",,,,
2023-11-21T05:03:27+03:00,252,"1743r
",,,,
2023-11-21T05:03:44+03:00,253,"1739r
",,,,
2023-11-21T05:04:00+03:00,254,"1724r
",,,,
2023-11-21T05:04:16+03:00,255,"1727r
",,,,
2023-11-21T05:04:33+03:00,256,"1719r
",,,,
2023-11-21T05:04:49+03:00,257,"1718r
",,,,
2023-11-21T05:05:05+03:00,258,"1723r
",,,,
2023-11-21T05:05:21+03:00,259,"1733r
",,,,
2023-11-21T05:05:38+03:00,260,"1745r
",,,,
2023-11-21T05:05:55+03:00,261,"1763r
",,,,
2023-11-21T05:06:11+03:00,262,"1775r
",,,,
2023-11-21T05:06:28+03:00,263,"1751r
",,,,
2023-11-21T05:06:44+03:00,264,"1756r
",,,,
2023-11-21T05:07:00+03:00,265,"1756r
",,,,
2023-11-21T05:07:17+03:00,266,"1728r
",,,,
2023-11-21T05:07:33+03:00,267,"1716r
",,,,
2023-11-21T05:07:49+03:00,268,"1705r
",,,,
2023-11-21T05:08:06+03:00,269,"1697r
",,,,
2023-11-21T05:08:22+03:00,270,"1702r
",,,,
2023-11-21T05:08:38+03:00,271,"1707r
",,,,
2023-11-21T05:08:55+03:00,272,"1711r
",,,,
2023-11-21T05:09:11+03:00,273,"1722r
",,,,
2023-11-21T05:09:28+03:00,274,"1778r
",,,,
2023-11-21T05:09:44+03:00,275,"1830r
",,,,
2023-11-21T05:10:00+03:00,276,"1888r
",,,,
2023-11-21T05:10:17+03:00,277,"1879r
",,,,
2023-11-21T05:10:33+03:00,278,"1842r
",,,,
2023-11-21T05:10:49+03:00,279,"1801r
",,,,
2023-11-21T05:11:05+03:00,280,"1749r
",,,,
2023-11-21T05:11:22+03:00,281,"1730r
",,,,
2023-11-21T05:11:38+03:00,282,"1705r
",,,,
2023-11-21T05:11:54+03:00,283,"1706r
",,,,
2023-11-21T05:12:11+03:00,284,"1707r
",,,,
2023-11-21T05:12:32+03:00,285,"1719r
",,,,
2023-11-21T05:12:49+03:00,286,"1706r
",,,,
2023-11-21T05:13:05+03:00,287,"1710r
",,,,
2023-11-21T05:13:21+03:00,288,"1724r
",,,,
2023-11-21T05:13:38+03:00,289,"1736r
",,,,
2023-11-21T05:13:54+03:00,290,"1736r
",,,,
2023-11-21T05:14:10+03:00,291,"1733r
",,,,
2023-11-21T05:14:26+03:00,292,"1727r
",,,,
2023-11-21T05:14:43+03:00,293,"1701r
",,,,
2023-11-21T05:14:59+03:00,294,"1702r
",,,,
2023-11-21T05:15:15+03:00,295,"1700r
",,,,
2023-11-21T05:15:31+03:00,296,"1708r
",,,,
2023-11-21T05:15:48+03:00,297,"1813r
",,,,
2023-11-21T05:16:04+03:00,298,"2045r
",,,,
2023-11-21T05:16:21+03:00,299,"2185r
",,,,
2023-11-21T05:16:37+03:00,300,"2402r
",,,,
2023-11-21T05:16:53+03:00,301,"2549r
",,,,
2023-11-21T05:17:09+03:00,302,"2701r
",,,,
2023-11-21T05:17:26+03:00,303,"2751r
",,,,
2023-11-21T05:17:42+03:00,304,"2671r
",,,,
2023-11-21T05:17:58+03:00,305,"2519r
",,,,
2023-11-21T05:18:15+03:00,306,"2605r
",,,,
2023-11-21T05:18:31+03:00,307,"2829r
",,,,
2023-11-21T05:18:47+03:00,308,"2842r
",,,,
2023-11-21T05:19:03+03:00,309,"2638r
",,,,
2023-11-21T05:19:20+03:00,310,"2364r
",,,,
2023-11-21T05:19:37+03:00,311,"2223r
",,,,
2023-11-21T05:19:53+03:00,312,"2262r
",,,,
2023-11-21T05:20:09+03:00,313,"2417r
",,,,
2023-11-21T05:20:26+03:00,314,"2589r
",,,,
2023-11-21T05:20:42+03:00,315,"2648r
",,,,
2023-11-21T05:20:59+03:00,316,"2746r
",,,,
2023-11-21T05:21:15+03:00,317,"2607r
",,,,
2023-11-21T05:21:31+03:00,318,"2359r
",,,,
2023-11-21T05:21:48+03:00,319,"2157r
",,,,
2023-11-21T05:22:04+03:00,320,"2036r
",,,,
2023-11-21T05:22:20+03:00,321,"1916r
",,,,
2023-11-21T05:22:37+03:00,322,"1875r
",,,,
2023-11-21T05:22:53+03:00,323,"1893r
",,,,
2023-11-21T05:23:09+03:00,324,"1983r
",,,,
2023-11-21T05:23:26+03:00,325,"2101r
",,,,
2023-11-21T05:23:42+03:00,326,"2157r
",,,,
2023-11-21T05:23:58+03:00,327,"2202r
",,,,
2023-11-21T05:24:15+03:00,328,"2228r
",,,,
2023-11-21T05:24:31+03:00,329,"2171r
",,,,
2023-11-21T05:24:50+03:00,330,"2080r
",,,,
2023-11-21T05:25:06+03:00,331,"1940r
",,,,
2023-11-21T05:25:23+03:00,332,"1861r
",,,,
2023-11-21T05:25:39+03:00,333,"1808r
",,,,
2023-11-21T05:25:55+03:00,334,"1764r
",,,,
2023-11-21T05:26:11+03:00,335,"1741r
",,,,
2023-11-21T05:26:27+03:00,336,"1722r
",,,,
2023-11-21T05:26:44+03:00,337,"1698r
",,,,
2023-11-21T05:27:00+03:00,338,"1691r
",,,,
2023-11-21T05:27:17+03:00,339,"1723r
",,,,
2023-11-21T05:27:33+03:00,340,"1739r
",,,,
2023-11-21T05:27:52+03:00,341,"1729r
",,,,
2023-11-21T05:28:08+03:00,342,"1687r
",,,,
2023-11-21T05:28:24+03:00,343,"1677r
",,,,
2023-11-21T05:28:41+03:00,344,"1711r
",,,,
2023-11-21T05:28:57+03:00,345,"1740r
",,,,
2023-11-21T05:29:14+03:00,346,"1836r
",,,,
2023-11-21T05:29:30+03:00,347,"1907r
",,,,
2023-11-21T21:01:21+03:00,348,"633r
",,,,
2023-11-21T21:01:49+03:00,349,"706r
",,,,
2023-11-21T21:02:05+03:00,350,"715r
",,,,
2023-11-21T21:02:27+03:00,351,"715r
",,,,
2023-11-21T21:02:55+03:00,352,"701r
",,,,
2023-11-21T21:03:46+03:00,353,"705r
",,,,
2023-11-21T21:04:19+03:00,354,"692r
",,,,
2023-11-21T21:04:47+03:00,355,"691r
",,,,
2023-11-21T21:05:16+03:00,356,"695r
",,,,
2023-11-21T21:06:15+03:00,357,"684r
",,,,
2023-11-21T21:06:33+03:00,358,"692r
",,,,
2023-11-21T21:07:20+03:00,359,"676r
",,,,
2023-11-21T21:08:01+03:00,360,"695r
",,,,
2023-11-21T21:08:24+03:00,361,"692r
",,,,
2023-11-21T21:09:58+03:00,362,"718r
",,,,
2023-11-21T21:11:04+03:00,363,"808r
",,,,
2023-11-21T21:11:34+03:00,364,"749r
",,,,
2023-11-21T21:12:36+03:00,365,"684r
",,,,
2023-11-21T21:13:39+03:00,366,"671r
",,,,
2023-11-21T21:13:58+03:00,367,"691r
",,,,
2023-11-21T21:15:10+03:00,368,"716r
",,,,
2023-11-21T21:15:26+03:00,369,"710r
",,,,
2023-11-21T21:15:45+03:00,370,"708r
",,,,
2023-11-21T21:16:20+03:00,371,"710r
",,,,
2023-11-21T21:16:43+03:00,372,"708r
",,,,
2023-11-21T21:17:21+03:00,373,"703r
",,,,
2023-11-21T21:17:53+03:00,374,"693r
",,,,
2023-11-21T21:18:33+03:00,375,"688r
",,,,
2023-11-21T21:19:27+03:00,376,"688r
",,,,
2023-11-21T21:20:38+03:00,377,"682r
",,,,
2023-11-21T21:23:03+03:00,378,"676r
",,,,
2023-11-21T21:23:35+03:00,379,"668r
",,,,
2023-11-21T21:25:20+03:00,380,"656r
",,,,
2023-11-21T21:25:50+03:00,381,"662r
",,,,
2023-11-21T21:27:04+03:00,382,"667r
",,,,
2023-11-21T21:28:11+03:00,383,"649r
",,,,
2023-11-21T21:28:30+03:00,384,"646r
",,,,
2023-11-21T21:29:01+03:00,385,"638r
",,,,
2023-11-21T21:30:05+03:00,386,"634r
",,,,
2023-11-21T21:31:01+03:00,387,"620r
",,,,
2023-11-21T21:31:44+03:00,388,"624r
",,,,
2023-11-21T21:32:22+03:00,389,"621r
",,,,
2023-11-21T21:32:56+03:00,390,"617r
",,,,
2023-11-21T21:33:23+03:00,391,"618r
",,,,
2023-11-21T21:34:06+03:00,392,"611r
",,,,
2023-11-21T21:34:36+03:00,393,"611r
",,,,
2023-11-21T21:34:58+03:00,394,"620r
",,,,
2023-11-21T21:35:28+03:00,395,"675r
",,,,
2023-11-21T21:35:51+03:00,396,"773r
",,,,
2023-11-21T21:36:13+03:00,397,"804r
",,,,
2023-11-21T21:36:35+03:00,398,"885r
",,,,
2023-11-21T22:31:29+03:00,399,"1379r
",,,,
2023-11-21T22:31:46+03:00,400,"1367r
",,,,
2023-11-21T22:32:04+03:00,401,"1339r
",,,,
2023-11-21T22:32:57+03:00,402,"1318r
",,,,
2023-11-21T22:33:24+03:00,403,"1306r
",,,,
2023-11-21T22:33:51+03:00,404,"1332r
",,,,
2023-11-21T22:34:18+03:00,405,"1345r
",,,,
2023-11-21T22:34:46+03:00,406,"1364r
",,,,
2023-11-21T22:35:13+03:00,407,"1366r
",,,,
2023-11-21T22:35:40+03:00,408,"1359r
",,,,
2023-11-21T22:36:15+03:00,409,"1357r
",,,,
2023-11-21T22:36:58+03:00,410,"1575r
",,,,
2023-11-21T22:37:34+03:00,411,"1545r
",,,,
2023-11-21T22:37:55+03:00,412,"1487r
",,,,
2023-11-21T22:38:17+03:00,413,"1465r
",,,,
2023-11-21T22:38:37+03:00,414,"1434r
",,,,
2023-11-21T22:39:10+03:00,415,"1405r
",,,,
2023-11-21T22:39:50+03:00,416,"1401r
",,,,
2023-11-21T22:40:23+03:00,417,"1395r
",,,,
2023-11-21T22:40:56+03:00,418,"1370r
",,,,
2023-11-21T22:41:55+03:00,419,"1368r
",,,,
2023-11-21T22:42:21+03:00,420,"1395r
",,,,
2023-11-21T22:42:47+03:00,421,"1399r
",,,,
2023-11-21T22:43:50+03:00,422,"1405r
",,,,
2023-11-21T22:44:45+03:00,423,"1374r
",,,,
2023-11-21T22:45:09+03:00,424,"1382r
",,,,
2023-11-21T22:45:28+03:00,425,"1374r
",,,,
2023-11-21T22:45:59+03:00,426,"1360r
",,,,
2023-11-21T22:47:18+03:00,427,"1417r
",,,,
2023-11-21T22:48:35+03:00,428,"1364r
",,,,
2023-11-21T22:49:03+03:00,429,"1412r
",,,,
2023-11-21T22:49:35+03:00,430,"1445r
",,,,
2023-11-21T22:50:20+03:00,431,"1483r
",,,,
2023-11-21T22:50:50+03:00,432,"1498r
",,,,
2023-11-21T22:51:57+03:00,433,"1469r
",,,,
2023-11-21T22:52:13+03:00,434,"1463r
",,,,
2023-11-21T22:52:52+03:00,435,"1495r
",,,,
2023-11-21T22:53:19+03:00,436,"1484r
",,,,
2023-11-21T22:53:57+03:00,437,"1516r
",,,,
2023-11-21T22:54:13+03:00,438,"1516r
",,,,
2023-11-21T22:56:02+03:00,439,"1510r
",,,,
2023-11-21T22:56:24+03:00,440,"1499r
",,,,
2023-11-21T22:56:54+03:00,441,"1501r
",,,,
2023-11-21T22:57:23+03:00,442,"1524r
",,,,
2023-11-21T22:57:39+03:00,443,"1529r
",,,,
2023-11-21T22:58:25+03:00,444,"1508r
",,,,
2023-11-21T22:58:47+03:00,445,"1500r
",,,,
2023-11-21T22:59:57+03:00,446,"1516r
",,,,
2023-11-21T23:00:33+03:00,447,"1540r
",,,,
2023-11-21T23:01:11+03:00,448,"1552r
",,,,
2023-11-21T23:02:02+03:00,449,"1550r
",,,,
2023-11-21T23:02:49+03:00,450,"1546r
",,,,
2023-11-21T23:03:16+03:00,451,"1547r
",,,,
2023-11-21T23:03:52+03:00,452,"1542r
",,,,
2023-11-21T23:04:25+03:00,453,"1537r
",,,,
2023-11-21T23:05:13+03:00,454,"1510r
",,,,
2023-11-21T23:05:35+03:00,455,"1507r
",,,,
2023-11-21T23:05:51+03:00,456,"1498r
",,,,
2023-11-21T23:06:38+03:00,457,"1485r
",,,,
2023-11-21T23:07:05+03:00,458,"1490r
",,,,
2023-11-21T23:07:59+03:00,459,"1485r
",,,,
2023-11-21T23:08:44+03:00,460,"1466r
",,,,
2023-11-21T23:09:21+03:00,461,"1460r
",,,,
2023-11-21T23:09:53+03:00,462,"1455r
",,,,
2023-11-21T23:10:17+03:00,463,"1451r
",,,,
2023-11-21T23:10:44+03:00,464,"1403r
",,,,
2023-11-21T23:11:09+03:00,465,"1397r
",,,,
2023-11-21T23:11:43+03:00,466,"1425r
",,,,
2023-11-21T23:12:05+03:00,467,"1404r
",,,,
2023-11-21T23:12:27+03:00,468,"1399r
",,,,
2023-11-21T23:12:55+03:00,469,"1412r
",,,,
2023-11-21T23:13:13+03:00,470,"1410r
",,,,
2023-11-21T23:13:47+03:00,471,"1400r
",,,,
2023-11-21T23:14:09+03:00,472,"1415r
",,,,
2023-11-21T23:14:30+03:00,473,"1407r
",,,,
2023-11-21T23:15:55+03:00,474,"1398r
",,,,
2023-11-21T23:16:14+03:00,475,"1411r
",,,,
2023-11-21T23:16:44+03:00,476,"1422r
",,,,
2023-11-21T23:17:26+03:00,477,"1440r
",,,,
2023-11-21T23:17:47+03:00,478,"1445r
",,,,
